Variable,n,nmiss,n_pct,nmiss_pct,Type,dev_cat,Definition
BBRR2_FED_UGUNK_FBR,2372,3507,0.4034699778873958,0.5965300221126042,num,repayment,Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers in forbearance after 2 years
BBRR2_FED_UGUNK_DFR,2107,3772,0.3583942847423031,0.6416057152576969,num,repayment,Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers in deferment after 2 years
BBRR2_FED_UGUNK_NOPROG,2730,3149,0.46436468787208707,0.5356353121279129,num,repayment,Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers not making progress after 2 years
BBRR2_FED_UGUNK_MAKEPROG,2015,3864,0.342745364857969,0.657254635142031,num,repayment,Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers making progress after 2 years
BBRR2_FED_UGUNK_PAIDINFULL,1039,4840,0.1767307365198163,0.8232692634801837,num,repayment,Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers paid in full after 2 years
BBRR2_FED_UGUNK_DISCHARGE,166,5713,0.02823609457390712,0.9717639054260928,num,repayment,Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers with all loans discharged after 2 years
BBRR2_FED_GR_N,1603,4276,0.27266541928899474,0.7273345807110053,integer,repayment,Graduate federal student loan borrower-based 2-year borrower count
BBRR2_FED_GR_DFLT,500,5379,0.08504847763225039,0.9149515223677496,num,repayment,Percentage of graduate federal student loan borrowers in default after 2 years
BBRR2_FED_GR_DLNQ,683,5196,0.11617622044565402,0.883823779554346,num,repayment,Percentage of graduate federal student loan borrowers in delinquency after 2 years
BBRR2_FED_GR_FBR,1369,4510,0.2328627317571015,0.7671372682428984,num,repayment,Percentage of graduate federal student loan borrowers in forbearance after 2 years
BBRR2_FED_GR_DFR,1171,4708,0.1991835346147304,0.8008164653852696,num,repayment,Percentage of graduate federal student loan borrowers in deferment after 2 years
BBRR2_FED_GR_NOPROG,1519,4360,0.25837727504677666,0.7416227249532233,num,repayment,Percentage of graduate federal student loan borrowers not making progress after 2 years
BBRR2_FED_GR_MAKEPROG,1382,4497,0.2350739921755401,0.76492600782446,num,repayment,Percentage of graduate federal student loan borrowers making progress after 2 years
BBRR2_FED_GR_PAIDINFULL,1164,4715,0.19799285592787888,0.8020071440721211,num,repayment,Percentage of graduate federal student loan borrowers paid in full after 2 years
BBRR2_FED_GR_DISCHARGE,317,5562,0.05392073481884674,0.9460792651811532,num,repayment,Percentage of graduate federal student loan borrowers with all loans discharged after 2 years
BBRR2_FED_GRCOMP_N,1093,4786,0.18591597210409933,0.8140840278959006,integer,repayment,Graduate completer graduate federal student loan borrower-based 2-year borrower count
BBRR2_FED_GRCOMP_DFLT,88,5791,0.01496853206327606,0.985031467936724,num,repayment,Percentage of graduate completer graduate federal student loan borrowers in default after 2 years
BBRR2_FED_GRCOMP_DLNQ,114,5765,0.01939105290015308,0.9806089470998468,num,repayment,Percentage of graduate completer graduate federal student loan borrowers in delinquency after 2 years
BBRR2_FED_GRCOMP_FBR,455,5424,0.07739411464534784,0.9226058853546522,num,repayment,Percentage of graduate completer graduate federal student loan borrowers in forbearance after 2 years
BBRR2_FED_GRCOMP_DFR,210,5669,0.03572036060554516,0.9642796393944548,num,repayment,Percentage of graduate completer graduate federal student loan borrowers in deferment after 2 years
BBRR2_FED_GRCOMP_NOPROG,744,5135,0.12655213471678856,0.8734478652832114,num,repayment,Percentage of graduate completer graduate federal student loan borrowers not making progress after 2 years
BBRR2_FED_GRCOMP_MAKEPROG,177,5702,0.03010716108181663,0.9698928389181832,num,repayment,Percentage of graduate completer graduate federal student loan borrowers making progress after 2 years
BBRR2_FED_GRCOMP_PAIDINFULL,200,5679,0.03401939105290015,0.9659806089470998,num,repayment,Percentage of graduate completer graduate federal student loan borrowers paid in full after 2 years
BBRR2_FED_GRCOMP_DISCHARGE,60,5819,0.01020581731587004,0.98979418268413,num,repayment,Percentage of graduate completer graduate federal student loan borrowers with all loans discharged after 2 years
BBRR2_FED_GRNOCOMP_N,1093,4786,0.18591597210409933,0.8140840278959006,integer,repayment,Graduate non-completer graduate federal student loan borrower-based 2-year borrower count
BBRR2_FED_GRNOCOMP_DFLT,147,5732,0.02500425242388161,0.9749957475761184,num,repayment,Percentage of graduate non-completer graduate federal student loan borrowers in default after 2 years
BBRR2_FED_GRNOCOMP_DLNQ,91,5788,0.01547882292906957,0.9845211770709305,num,repayment,Percentage of graduate non-completer graduate federal student loan borrowers in delinquency after 2 years
BBRR2_FED_GRNOCOMP_FBR,454,5425,0.07722401769008334,0.9227759823099166,num,repayment,Percentage of graduate non-completer graduate federal student loan borrowers in forbearance after 2 years
BBRR2_FED_GRNOCOMP_DFR,210,5669,0.03572036060554516,0.9642796393944548,num,repayment,Percentage of graduate non-completer graduate federal student loan borrowers in deferment after 2 years
BBRR2_FED_GRNOCOMP_NOPROG,744,5135,0.12655213471678856,0.8734478652832114,num,repayment,Percentage of graduate non-completer graduate federal student loan borrowers not making progress after 2 years
BBRR2_FED_GRNOCOMP_MAKEPROG,177,5702,0.03010716108181663,0.9698928389181832,num,repayment,Percentage of graduate non-completer graduate federal student loan borrowers making progress after 2 years
BBRR2_FED_GRNOCOMP_PAIDINFULL,200,5679,0.03401939105290015,0.9659806089470998,num,repayment,Percentage of graduate non-completer graduate federal student loan borrowers paid in full after 2 years
BBRR2_FED_GRNOCOMP_DISCHARGE,60,5819,0.01020581731587004,0.98979418268413,num,repayment,Percentage of graduate non-completer graduate federal student loan borrowers with all loans discharged after 2 years
BBRR2_PP_UG_N,3525,2354,0.5995917673073652,0.4004082326926348,integer,repayment,Undergraduate student Parent PLUS Loan borrower-based 2-year borrower count
BBRR2_PP_UG_DFLT,1614,4265,0.27453648579690426,0.7254635142030957,num,repayment,Percentage of undergraduate student Parent PLUS Loan borrowers in default after 2 years
BBRR2_PP_UG_DLNQ,942,4937,0.16023133185915972,0.8397686681408403,num,repayment,Percentage of undergraduate student Parent PLUS Loan borrowers in delinquency after 2 years
BBRR2_PP_UG_FBR,2231,3648,0.3794863071951012,0.6205136928048988,num,repayment,Percentage of undergraduate student Parent PLUS Loan borrowers in forbearance after 2 years
BBRR2_PP_UG_DFR,1712,4167,0.29120598741282533,0.7087940125871747,num,repayment,Percentage of undergraduate student Parent PLUS Loan borrowers in deferment after 2 years
BBRR2_PP_UG_NOPROG,2313,3566,0.3934342575267903,0.6065657424732097,num,repayment,Percentage of undergraduate student Parent PLUS Loan borrowers not making progress after 2 years
BBRR2_PP_UG_MAKEPROG,2673,3206,0.4546691614220105,0.5453308385779895,num,repayment,Percentage of undergraduate student Parent PLUS Loan borrowers making progress after 2 years
BBRR2_PP_UG_PAIDINFULL,1994,3885,0.3391733287974145,0.6608266712025854,num,repayment,Percentage of undergraduate student Parent PLUS Loan borrowers paid in full after 2 years
BBRR2_PP_UG_DISCHARGE,735,5144,0.12502126211940806,0.8749787378805919,num,repayment,Percentage of undergraduate student Parent PLUS Loan borrowers with all loans discharged after 2 years
BBRR2_PP_UGCOMP_N,2407,3472,0.40942337132165335,0.5905766286783467,integer,repayment,Undergraduate completer undergraduate student Parent PLUS Loan borrower-based 2-year borrower count
BBRR2_PP_UGCOMP_DFLT,650,5229,0.11056302092192548,0.8894369790780745,num,repayment,Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers in default after 2 years
BBRR2_PP_UGCOMP_DLNQ,310,5569,0.05273005613199524,0.9472699438680048,num,repayment,Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers in delinquency after 2 years
BBRR2_PP_UGCOMP_FBR,1085,4794,0.18455519646198332,0.8154448035380166,num,repayment,Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers in forbearance after 2 years
BBRR2_PP_UGCOMP_DFR,586,5293,0.09967681578499744,0.9003231842150026,num,repayment,Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers in deferment after 2 years
BBRR2_PP_UGCOMP_NOPROG,1416,4463,0.2408572886545331,0.759142711345467,num,repayment,Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers not making progress after 2 years
BBRR2_PP_UGCOMP_MAKEPROG,1441,4438,0.2451097125361456,0.7548902874638544,num,repayment,Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers making progress after 2 years
BBRR2_PP_UGCOMP_PAIDINFULL,1119,4760,0.19033849294097635,0.8096615070590236,num,repayment,Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers paid in full after 2 years
BBRR2_PP_UGCOMP_DISCHARGE,229,5650,0.03895220275557067,0.9610477972444292,num,repayment,Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers with all loans discharged after 2 years
BBRR2_PP_UGNOCOMP_N,1829,4050,0.3111073311787719,0.6888926688212281,integer,repayment,Undergraduate non-completer undergraduate student Parent PLUS Loan borrower-based 2-year borrower count
BBRR2_PP_UGNOCOMP_DFLT,396,5483,0.0673583942847423,0.9326416057152576,num,repayment,Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers in default after 2 years
BBRR2_PP_UGNOCOMP_DLNQ,117,5762,0.01990134376594659,0.9800986562340536,num,repayment,Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers in delinquency after 2 years
BBRR2_PP_UGNOCOMP_FBR,686,5193,0.11668651131144751,0.8833134886885525,num,repayment,Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers in forbearance after 2 years
BBRR2_PP_UGNOCOMP_DFR,737,5142,0.12536145602993706,0.8746385439700629,num,repayment,Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers in deferment after 2 years
BBRR2_PP_UGNOCOMP_NOPROG,868,5011,0.14764415716958668,0.8523558428304133,num,repayment,Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers not making progress after 2 years
BBRR2_PP_UGNOCOMP_MAKEPROG,710,5169,0.12076883823779554,0.8792311617622045,num,repayment,Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers making progress after 2 years
BBRR2_PP_UGNOCOMP_PAIDINFULL,508,5371,0.08640925327436638,0.9135907467256336,num,repayment,Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers paid in full after 2 years
BBRR2_PP_UGNOCOMP_DISCHARGE,56,5823,0.00952542949481204,0.990474570505188,num,repayment,Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers with all loans discharged after 2 years
BBRR2_PP_UGUNK_N,1624,4255,0.27623745534954924,0.7237625446504508,integer,repayment,Undergraduate unknown completion status undergraduate student Parent PLUS Loan borrower-based 2-year borrower count
BBRR2_PP_UGUNK_DFLT,134,5745,0.0227929920054431,0.9772070079945568,num,repayment,Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers in default after 2 years
BBRR2_PP_UGUNK_FBR,413,5466,0.07025004252423882,0.9297499574757612,num,repayment,Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers in forbearance after 2 years
BBRR2_PP_UGUNK_DFR,305,5574,0.05187957135567273,0.9481204286443272,num,repayment,Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers in deferment after 2 years
BBRR2_PP_UGUNK_NOPROG,738,5141,0.12553155298520158,0.8744684470147984,num,repayment,Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers not making progress after 2 years
BBRR2_PP_UGUNK_MAKEPROG,477,5402,0.08113624766116687,0.9188637523388332,num,repayment,Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers making progress after 2 years
BBRR2_PP_UGUNK_PAIDINFULL,456,5423,0.07756421160061235,0.9224357883993876,num,repayment,Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers paid in full after 2 years
BBRR2_PP_UGUNK_DISCHARGE,13,5866,0.00221126041843851,0.9977887395815614,num,repayment,Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers with all loans discharged after 2 years
LPSTAFFORD_CNT,5559,320,0.9455689743153598,0.05443102568464025,integer,aid,Number of borrowers with outstanding federal Direct Loan balances
LPSTAFFORD_AMT,5559,320,0.9455689743153598,0.05443102568464025,num,aid,Total outstanding federal Direct Loan balance
LPPPLUS_CNT,4465,1414,0.7594829052559959,0.2405170947440041,integer,aid,Number of students associated with outstanding Parent PLUS Loan balances
LPPPLUS_AMT,4465,1414,0.7594829052559959,0.2405170947440041,num,aid,Total outstanding Parent PLUS Loan balance
LPGPLUS_CNT,1377,4502,0.23422350739921757,0.7657764926007824,integer,aid,Number of students associated with outstanding Grad PLUS Loan balances
LPGPLUS_AMT,1377,4502,0.23422350739921757,0.7657764926007824,num,aid,Total outstanding Grad PLUS Loan balance
FEDSCHCD,5874,5,0.9991495152236776,8.504847763225039e-4,character,root,Federal School Code
PELLCAT,5879,0,1,0,factor,created,NA
